2026-02-24T11:18:04.022381509Z [inf]  Starting Container
2026-02-24T11:18:46.956274996Z [err]  2026-02-24 11:18:46,517 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:18:46 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'30'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e906a79cdb8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Location', b'/api_clients?id=eq.9a3b97e0-ce16-4418-8dd3-185aaeb30b9f&select=rate_limit_per_hour'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f5f-7e9b-7179-ae90-da8020ee35f6'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'2'), (b'Vary', b'Accept-Encoding'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:18:46.956281407Z [err]  2026-02-24 11:18:46,518 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/api_clients?select=rate_limit_per_hour&id=eq.9a3b97e0-ce16-4418-8dd3-185aaeb30b9f "HTTP/1.1 200 OK"
2026-02-24T11:18:46.956288111Z [err]  2026-02-24 11:18:46,518 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:18:46.956294798Z [err]  2026-02-24 11:18:46,518 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:18:46.956301159Z [err]  2026-02-24 11:18:46,518 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:18:46.961099823Z [err]  2026-02-24 11:18:46,519 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2026-02-24T11:18:46.961116289Z [err]  2026-02-24 11:18:46,519 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:46.961123357Z [err]  2026-02-24 11:18:46,519 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2026-02-24T11:18:46.961129046Z [err]  2026-02-24 11:18:46,893 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:18:46 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'1'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e906ccc5bb8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f5f-800f-7d9e-a261-d71208aea9b3'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'3'), (b'Vary', b'Accept-Encoding'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:18:46.961135098Z [err]  2026-02-24 11:18:46,894 - httpx - INFO - HTTP Request: POST https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/rpc/get_client_request_count_last_hour "HTTP/1.1 200 OK"
2026-02-24T11:18:46.961140837Z [err]  2026-02-24 11:18:46,894 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2026-02-24T11:18:46.961147371Z [err]  2026-02-24 11:18:46,894 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:18:46.961152815Z [err]  2026-02-24 11:18:46,894 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:18:46.961158039Z [err]  2026-02-24 11:18:46,894 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:18:46.962197341Z [err]  2026-02-24 11:18:46,895 - routers.recording_session - DEBUG - [VALIDATE_BG] Session e54606b2-d561-4260-80a8-7c934c595e56 validated in 2327ms (template=CARDIO_INITIAL, models=gemini-2.5-flash/claude-haiku-4-5-20251001)
2026-02-24T11:18:48.109190828Z [err]  2026-02-24 11:18:47,838 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:18:48.109200315Z [err]  2026-02-24 11:18:47,838 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:18:48.109208468Z [err]  2026-02-24 11:18:47,838 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:18:48.109215070Z [err]  2026-02-24 11:18:47,838 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:48.109222248Z [err]  2026-02-24 11:18:47,838 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:18:48.216944961Z [err]  2026-02-24 11:18:48,214 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:18:48 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Content-Encoding', b'gzip'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e90750ccbb8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Location', b'/recording_sessions?correlation_id=eq.efcb187a-8b1d-40a9-9186-8fc31ed21bb3&limit=1&select=doctor_id'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f5f-852b-791b-bf1a-6c3261bd92cf'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'3'), (b'Vary', b'Accept-Encoding'), (b'Server', b'cloudflare'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:18:48.216954304Z [err]  2026-02-24 11:18:48,214 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/recording_sessions?select=doctor_id&correlation_id=eq.efcb187a-8b1d-40a9-9186-8fc31ed21bb3&limit=1 "HTTP/1.1 200 OK"
2026-02-24T11:18:48.216960459Z [err]  2026-02-24 11:18:48,215 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:18:48.216967019Z [err]  2026-02-24 11:18:48,215 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:18:48.216973233Z [err]  2026-02-24 11:18:48,215 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:18:48.216979356Z [err]  2026-02-24 11:18:48,215 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:18:48.218820760Z [err]  2026-02-24 11:18:48,216 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:18:48.218827239Z [err]  2026-02-24 11:18:48,217 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:18:48.218831619Z [err]  2026-02-24 11:18:48,217 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:18:48.218837766Z [err]  2026-02-24 11:18:48,217 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:48.218842426Z [err]  2026-02-24 11:18:48,217 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:18:48.991279874Z [err]  2026-02-24 11:18:48,575 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:18:48.991281463Z [err]  2026-02-24 11:18:48,575 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:18:48 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e90775fa5b8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Encoding', b'gzip'), (b'Content-Location', b'/recording_sessions?correlation_id=eq.efcb187a-8b1d-40a9-9186-8fc31ed21bb3&select=%2A'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Vary', b'Accept-Encoding'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f5f-86a4-792f-8ee1-87e42485c3cb'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'3'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:18:48.991287663Z [err]  2026-02-24 11:18:48,575 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/recording_sessions?select=%2A&correlation_id=eq.efcb187a-8b1d-40a9-9186-8fc31ed21bb3 "HTTP/1.1 200 OK"
2026-02-24T11:18:48.991291584Z [err]  2026-02-24 11:18:48,575 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:18:48.991294205Z [err]  2026-02-24 11:18:48,575 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:18:48.991299013Z [err]  2026-02-24 11:18:48,575 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:18:48.991376233Z [err]  2026-02-24 11:18:48,576 - services.chunk_memory_store - INFO - [CHUNK_MEMORY] Stored chunk 0 for session e54606b2... (size: 2200.9 KB, is_last: True, session_chunks: 1, total_sessions: 1)
2026-02-24T11:18:48.994195993Z [err]  2026-02-24 11:18:48,578 - routers.recording_session - INFO - [TIMING_UPLOAD_COMPLETE] Processing triggered: 0.000s (trigger=0.000s)
2026-02-24T11:18:48.994211055Z [err]  2026-02-24 11:18:48,592 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:18:48.994218713Z [err]  2026-02-24 11:18:48,593 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:18:48.994312041Z [err]  2026-02-24 11:18:48,577 - routers.recording_session - INFO - [TIMING_CHUNK] Chunk 0 stored in memory: 0.000s (size: 2200.9 KB, is_last: True, DB save: async)
2026-02-24T11:18:48.994320105Z [err]  2026-02-24 11:18:48,577 - routers.recording_session - INFO - [CHUNK_COMPLETE] Received is_last=true for session e54606b2... (chunk_index=0, expected_count=1)
2026-02-24T11:18:48.994321414Z [err]  2026-02-24 11:18:48,577 - services.chunk_memory_store - INFO - [CHUNK_MEMORY] Session e54606b2... marked ready for processing (expected 1 chunks)
2026-02-24T11:18:48.994327930Z [err]  2026-02-24 11:18:48,577 - services.chunk_memory_store - INFO - [CHUNK_TIMEOUT] Started 120s timeout for session e54606b2... (expecting 1 chunks)
2026-02-24T11:18:48.994334581Z [err]  2026-02-24 11:18:48,577 - services.chunk_memory_store - DEBUG - [CHUNK_STORE] Processing started atomically for e54606b2... (ready state cleared)
2026-02-24T11:18:48.994340904Z [err]  2026-02-24 11:18:48,578 - services.chunk_memory_store - DEBUG - [CHUNK_TIMEOUT] Cancelled timeout for session e54606b2...
2026-02-24T11:18:48.994348255Z [err]  2026-02-24 11:18:48,578 - routers.recording_session - INFO - [CHUNK_COMPLETE] ✅ All 1 chunks present for session e54606b2..., starting processing. Chunks: [0]
2026-02-24T11:18:48.994354445Z [err]  2026-02-24 11:18:48,578 - routers.recording_session - DEBUG - [BACKGROUND] Background processing task created for: 5e103656-c260-40be-9ebd-719cceb09e3a
2026-02-24T11:18:48.994366825Z [err]  2026-02-24 11:18:48,578 - routers.recording_session - DEBUG - [BACKGROUND] Active processing tasks: 1
2026-02-24T11:18:48.996116417Z [err]  2026-02-24 11:18:48,593 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:18:48.996122722Z [err]  2026-02-24 11:18:48,593 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:18:48.996129048Z [err]  2026-02-24 11:18:48,594 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:48.996134773Z [err]  2026-02-24 11:18:48,594 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:18:48.996140962Z [err]  2026-02-24 11:18:48,594 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:18:48.996146958Z [err]  2026-02-24 11:18:48,594 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:18:48.996152502Z [err]  2026-02-24 11:18:48,594 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:48.996158599Z [err]  2026-02-24 11:18:48,594 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:18:48.996164735Z [err]  2026-02-24 11:18:48,596 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2026-02-24T11:18:48.996170361Z [err]  2026-02-24 11:18:48,596 - routers.recording_session - DEBUG - [BACKGROUND] Starting background processing for submission_id: 5e103656-c260-40be-9ebd-719cceb09e3a
2026-02-24T11:18:48.996179347Z [err]  2026-02-24 11:18:48,597 - routers.recording_session - DEBUG - [BACKGROUND] Using passed session data (no DB query)
2026-02-24T11:18:48.996181333Z [err]  2026-02-24 11:18:48,597 - routers.recording_session - DEBUG - [BACKGROUND] Session - Template: Cardio Initial Assessment, Extraction mode: full
2026-02-24T11:18:48.996191427Z [err]  2026-02-24 11:18:48,597 - routers.recording_session - DEBUG - [BACKGROUND] Proceeding with processing
2026-02-24T11:18:48.996370412Z [err]  2026-02-24 11:18:48,597 - routers.recording_session - DEBUG - [BACKGROUND] Creating RecordingProcessor for submission_id: 5e103656-c260-40be-9ebd-719cceb09e3a
2026-02-24T11:18:48.998753610Z [err]  2026-02-24 11:18:48,597 - routers.recording_session - DEBUG - [BACKGROUND] Starting to iterate through processor.process() events
2026-02-24T11:18:48.998997468Z [err]  2026-02-24 11:18:48,597 - routers.recording_session - DEBUG - [BACKGROUND] Event 1: progress - PENDING
2026-02-24T11:18:48.999005740Z [err]  2026-02-24 11:18:48,597 - routers.recording_session - DEBUG - [BACKGROUND] Event 2: progress - LOADING
2026-02-24T11:18:48.999012580Z [err]  2026-02-24 11:18:48,597 - services.recording_processor - DEBUG - [PROCESSOR] Using passed session data (no DB query)
2026-02-24T11:18:48.999019269Z [err]  2026-02-24 11:18:48,597 - routers.recording_session - DEBUG - [BACKGROUND] Event 3: progress - LOADING
2026-02-24T11:18:48.999025934Z [err]  2026-02-24 11:18:48,597 - services.chunk_memory_store - INFO - [CHUNK_MEMORY] Retrieved 1 chunks for session e54606b2...
2026-02-24T11:18:48.999032793Z [err]  2026-02-24 11:18:48,597 - services.recording_processor - INFO - [TIMING_CHUNK] Using in-memory chunks: 0.000s (1 chunks, 2.15 MB)
2026-02-24T11:18:48.999039028Z [err]  2026-02-24 11:18:48,597 - services.audio_stitcher - DEBUG - [VALIDATE_CHUNKS] Client indices valid ([0]), sorted by chunk_index (correct audio order)
2026-02-24T11:18:48.999046977Z [err]  2026-02-24 11:18:48,604 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:18:48.999052762Z [err]  2026-02-24 11:18:48,605 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2026-02-24T11:18:48.999058649Z [err]  2026-02-24 11:18:48,605 - routers.recording_session - DEBUG - [BACKGROUND] Event 4: progress - STITCHING
2026-02-24T11:18:48.999064792Z [err]  2026-02-24 11:18:48,605 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:48.999070425Z [err]  2026-02-24 11:18:48,606 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2026-02-24T11:18:48.999076667Z [err]  2026-02-24 11:18:48,607 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'PATCH']>
2026-02-24T11:18:48.999112624Z [err]  2026-02-24 11:18:48,608 - httpcore.connection - DEBUG - connect_tcp.started host='sicvgpofrpzchnjuaqxa.supabase.co' port=443 local_address=None timeout=30.0 socket_options=None
2026-02-24T11:18:48.999119128Z [err]  2026-02-24 11:18:48,609 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:18:48.999124880Z [err]  2026-02-24 11:18:48,609 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'PATCH']>
2026-02-24T11:18:48.999130979Z [err]  2026-02-24 11:18:48,609 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:48.999136859Z [err]  2026-02-24 11:18:48,609 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'PATCH']>
2026-02-24T11:18:48.999143439Z [err]  2026-02-24 11:18:48,623 - httpcore.connection - DEBUG - connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7f38b23e1790>
2026-02-24T11:18:48.999149203Z [err]  2026-02-24 11:18:48,623 - httpcore.connection - DEBUG - start_tls.started ssl_context=<ssl.SSLContext object at 0x7f392df191c0> server_hostname='sicvgpofrpzchnjuaqxa.supabase.co' timeout=30.0
2026-02-24T11:18:48.999154527Z [err]  2026-02-24 11:18:48,629 - httpcore.connection - DEBUG - start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7f38acdc60d0>
2026-02-24T11:18:48.999160620Z [err]  2026-02-24 11:18:48,629 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2026-02-24T11:18:48.999166702Z [err]  2026-02-24 11:18:48,629 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:18:48.999172466Z [err]  2026-02-24 11:18:48,629 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2026-02-24T11:18:48.999177524Z [err]  2026-02-24 11:18:48,630 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:48.999186663Z [err]  2026-02-24 11:18:48,630 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2026-02-24T11:18:49.004676832Z [err]  2026-02-24 11:18:48,917 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'PATCH']>
2026-02-24T11:18:49.004685487Z [err]  2026-02-24 11:18:48,917 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:49.004692641Z [err]  2026-02-24 11:18:48,917 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'PATCH']>
2026-02-24T11:18:49.004699388Z [err]  2026-02-24 11:18:48,926 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 201, b'Created', [(b'Date', b'Tue, 24 Feb 2026 11:18:48 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'*/*'), (b'CF-Ray', b'9d2e9079b881fe93-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Encoding', b'gzip'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Vary', b'Accept-Encoding'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'preference-applied', b'return=representation'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f5f-8823-78f8-bbf1-859a18b3f341'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'3'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:18:49.004706006Z [err]  2026-02-24 11:18:48,927 - httpx - INFO - HTTP Request: POST https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/processing_jobs "HTTP/1.1 201 Created"
2026-02-24T11:18:49.004713777Z [err]  2026-02-24 11:18:48,927 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2026-02-24T11:18:49.004720131Z [err]  2026-02-24 11:18:48,927 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:18:49.004726642Z [err]  2026-02-24 11:18:48,927 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:18:49.004734403Z [err]  2026-02-24 11:18:48,927 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:18:49.004891204Z [err]  2026-02-24 11:18:48,913 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:18:48 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e9079be845286-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Encoding', b'gzip'), (b'Content-Location', b'/recording_sessions?correlation_id=eq.efcb187a-8b1d-40a9-9186-8fc31ed21bb3&select=%2A'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Vary', b'Accept-Encoding'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f5f-881a-7abd-8b9f-480fd77c42d3'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'4'), (b'alt-svc', b'h3=":443"; ma=86400')])
